term,date,count
fake_news,1984-08,0
fake_news,1984-09,0
fake_news,1984-10,0
fake_news,1984-11,0
fake_news,1984-12,0
fake_news,1985-01,0
fake_news,1985-02,0
fake_news,1985-03,0
fake_news,1985-04,0
fake_news,1985-05,0
fake_news,1985-06,0
fake_news,1985-07,0
fake_news,1985-08,0
fake_news,1985-09,0
fake_news,1985-10,0
fake_news,1985-11,0
fake_news,1985-12,0
fake_news,1986-01,0
fake_news,1986-02,0
fake_news,1986-03,0
fake_news,1986-04,0
fake_news,1986-05,0
fake_news,1986-06,0
fake_news,1986-07,0
fake_news,1986-08,0
fake_news,1986-09,0
fake_news,1986-10,0
fake_news,1986-11,0
fake_news,1986-12,1
fake_news,1987-01,0
fake_news,1987-02,0
fake_news,1987-03,0
fake_news,1987-04,0
fake_news,1987-05,0
fake_news,1987-06,0
fake_news,1987-07,0
fake_news,1987-08,0
fake_news,1987-09,0
fake_news,1987-10,0
fake_news,1987-11,0
fake_news,1987-12,0
fake_news,1988-01,0
fake_news,1988-02,0
fake_news,1988-03,0
fake_news,1988-04,0
fake_news,1988-05,0
fake_news,1988-06,1
fake_news,1988-07,0
fake_news,1988-08,0
fake_news,1988-09,0
fake_news,1988-10,0
fake_news,1988-11,0
fake_news,1988-12,0
fake_news,1989-01,2
fake_news,1989-02,0
fake_news,1989-03,0
fake_news,1989-04,0
fake_news,1989-05,1
fake_news,1989-06,0
fake_news,1989-07,0
fake_news,1989-08,0
fake_news,1989-09,0
fake_news,1989-10,1
fake_news,1989-11,0
fake_news,1989-12,1
fake_news,1990-01,0
fake_news,1990-02,0
fake_news,1990-03,0
fake_news,1990-04,0
fake_news,1990-05,0
fake_news,1990-06,0
fake_news,1990-07,1
fake_news,1990-08,0
fake_news,1990-09,0
fake_news,1990-10,0
fake_news,1990-11,0
fake_news,1990-12,0
fake_news,1991-01,0
fake_news,1991-02,0
fake_news,1991-03,0
fake_news,1991-04,1
fake_news,1991-05,0
fake_news,1991-06,0
fake_news,1991-07,0
fake_news,1991-08,0
fake_news,1991-09,2
fake_news,1991-10,0
fake_news,1991-11,0
fake_news,1991-12,1
fake_news,1992-01,0
fake_news,1992-02,1
fake_news,1992-03,0
fake_news,1992-04,0
fake_news,1992-05,0
fake_news,1992-06,0
fake_news,1992-07,0
fake_news,1992-08,0
fake_news,1992-09,0
fake_news,1992-10,0
fake_news,1992-11,0
fake_news,1992-12,0
fake_news,1993-01,0
fake_news,1993-02,0
fake_news,1993-03,0
fake_news,1993-04,2
fake_news,1993-05,0
fake_news,1993-06,0
fake_news,1993-07,0
fake_news,1993-08,1
fake_news,1993-09,0
fake_news,1993-10,0
fake_news,1993-11,0
fake_news,1993-12,0
fake_news,1994-01,0
fake_news,1994-02,0
fake_news,1994-03,0
fake_news,1994-04,2
fake_news,1994-05,1
fake_news,1994-06,1
fake_news,1994-07,1
fake_news,1994-08,2
fake_news,1994-09,0
fake_news,1994-10,0
fake_news,1994-11,0
fake_news,1994-12,3
fake_news,1995-01,1
fake_news,1995-02,1
fake_news,1995-03,0
fake_news,1995-04,2
fake_news,1995-05,2
fake_news,1995-06,0
fake_news,1995-07,0
fake_news,1995-08,0
fake_news,1995-09,2
fake_news,1995-10,1
fake_news,1995-11,0
fake_news,1995-12,0
fake_news,1996-01,0
fake_news,1996-02,0
fake_news,1996-03,0
fake_news,1996-04,0
fake_news,1996-05,0
fake_news,1996-06,0
fake_news,1996-07,0
fake_news,1996-08,0
fake_news,1996-09,0
fake_news,1996-10,4
fake_news,1996-11,2
fake_news,1996-12,0
fake_news,1997-01,2
fake_news,1997-02,0
fake_news,1997-03,0
fake_news,1997-04,0
fake_news,1997-05,0
fake_news,1997-06,1
fake_news,1997-07,0
fake_news,1997-08,0
fake_news,1997-09,1
fake_news,1997-10,0
fake_news,1997-11,0
fake_news,1997-12,0
fake_news,1998-01,2
fake_news,1998-02,0
fake_news,1998-03,1
fake_news,1998-04,0
fake_news,1998-05,0
fake_news,1998-06,0
fake_news,1998-07,0
fake_news,1998-08,1
fake_news,1998-09,0
fake_news,1998-10,1
fake_news,1998-11,1
fake_news,1998-12,0
fake_news,1999-01,2
fake_news,1999-02,0
fake_news,1999-03,0
fake_news,1999-04,11
fake_news,1999-05,0
fake_news,1999-06,2
fake_news,1999-07,2
fake_news,1999-08,5
fake_news,1999-09,1
fake_news,1999-10,1
fake_news,1999-11,0
fake_news,1999-12,1
fake_news,2000-01,2
fake_news,2000-02,1
fake_news,2000-03,1
fake_news,2000-04,0
fake_news,2000-05,8
fake_news,2000-06,1
fake_news,2000-07,5
fake_news,2000-08,13
fake_news,2000-09,15
fake_news,2000-10,0
fake_news,2000-11,1
fake_news,2000-12,6
fake_news,2001-01,1
fake_news,2001-02,0
fake_news,2001-03,0
fake_news,2001-04,2
fake_news,2001-05,0
fake_news,2001-06,6
fake_news,2001-07,2
fake_news,2001-08,2
fake_news,2001-09,3
fake_news,2001-10,4
fake_news,2001-11,1
fake_news,2001-12,0
fake_news,2002-01,0
fake_news,2002-02,0
fake_news,2002-03,0
fake_news,2002-04,0
fake_news,2002-05,1
fake_news,2002-06,0
fake_news,2002-07,4
fake_news,2002-08,0
fake_news,2002-09,2
fake_news,2002-10,0
fake_news,2002-11,0
fake_news,2002-12,0
fake_news,2003-01,1
fake_news,2003-02,0
fake_news,2003-03,0
fake_news,2003-04,0
fake_news,2003-05,6
fake_news,2003-06,0
fake_news,2003-07,1
fake_news,2003-08,0
fake_news,2003-09,0
fake_news,2003-10,3
fake_news,2003-11,0
fake_news,2003-12,2
fake_news,2004-01,0
fake_news,2004-02,1
fake_news,2004-03,8
fake_news,2004-04,0
fake_news,2004-05,1
fake_news,2004-06,0
fake_news,2004-07,23
fake_news,2004-08,4
fake_news,2004-09,3
fake_news,2004-10,18
fake_news,2004-11,6
fake_news,2004-12,5
fake_news,2005-01,23
fake_news,2005-02,8
fake_news,2005-03,24
fake_news,2005-04,9
fake_news,2005-05,4
fake_news,2005-06,6
fake_news,2005-07,5
fake_news,2005-08,3
fake_news,2005-09,3
fake_news,2005-10,6
fake_news,2005-11,2
fake_news,2005-12,9
fake_news,2006-01,10
fake_news,2006-02,13
fake_news,2006-03,6
fake_news,2006-04,2
fake_news,2006-05,2
fake_news,2006-06,6
fake_news,2006-07,3
fake_news,2006-08,5
fake_news,2006-09,9
fake_news,2006-10,23
fake_news,2006-11,4
fake_news,2006-12,5
fake_news,2007-01,7
fake_news,2007-02,0
fake_news,2007-03,4
fake_news,2007-04,8
fake_news,2007-05,1
fake_news,2007-06,1
fake_news,2007-07,4
fake_news,2007-08,15
fake_news,2007-09,8
fake_news,2007-10,19
fake_news,2007-11,17
fake_news,2007-12,9
fake_news,2008-01,3
fake_news,2008-02,4
fake_news,2008-03,1
fake_news,2008-04,13
fake_news,2008-05,5
fake_news,2008-06,6
fake_news,2008-07,5
fake_news,2008-08,11
fake_news,2008-09,1
fake_news,2008-10,13
fake_news,2008-11,6
fake_news,2008-12,4
fake_news,2009-01,1
fake_news,2009-02,0
fake_news,2009-03,5
fake_news,2009-04,2
fake_news,2009-05,0
fake_news,2009-06,4
fake_news,2009-07,9
fake_news,2009-08,1
fake_news,2009-09,2
fake_news,2009-10,7
fake_news,2009-11,1
fake_news,2009-12,9
fake_news,2010-01,1
fake_news,2010-02,4
fake_news,2010-03,5
fake_news,2010-04,2
fake_news,2010-05,0
fake_news,2010-06,3
fake_news,2010-07,2
fake_news,2010-08,2
fake_news,2010-09,4
fake_news,2010-10,23
fake_news,2010-11,6
fake_news,2010-12,4
fake_news,2011-01,3
fake_news,2011-02,7
fake_news,2011-03,5
fake_news,2011-04,11
fake_news,2011-05,4
fake_news,2011-06,8
fake_news,2011-07,0
fake_news,2011-08,4
fake_news,2011-09,1
fake_news,2011-10,1
fake_news,2011-11,0
fake_news,2011-12,4
fake_news,2012-01,4
fake_news,2012-02,6
fake_news,2012-03,4
fake_news,2012-04,3
fake_news,2012-05,1
fake_news,2012-06,0
fake_news,2012-07,3
fake_news,2012-08,2
fake_news,2012-09,4
fake_news,2012-10,3
fake_news,2012-11,5
fake_news,2012-12,3
fake_news,2013-01,6
fake_news,2013-02,0
fake_news,2013-03,1
fake_news,2013-04,18
fake_news,2013-05,1
fake_news,2013-06,2
fake_news,2013-07,2
fake_news,2013-08,2
fake_news,2013-09,4
fake_news,2013-10,5
fake_news,2013-11,1
fake_news,2013-12,6
fake_news,2014-01,50
fake_news,2014-02,8
fake_news,2014-03,5
fake_news,2014-04,4
fake_news,2014-05,8
fake_news,2014-06,1
fake_news,2014-07,8
fake_news,2014-08,12
fake_news,2014-09,10
fake_news,2014-10,13
fake_news,2014-11,10
fake_news,2014-12,6
fake_news,2015-01,18
fake_news,2015-02,27
fake_news,2015-03,9
fake_news,2015-04,10
fake_news,2015-05,11
fake_news,2015-06,19
fake_news,2015-07,16
fake_news,2015-08,19
fake_news,2015-09,13
fake_news,2015-10,9
fake_news,2015-11,5
fake_news,2015-12,10
fake_news,2016-01,6
fake_news,2016-02,4
fake_news,2016-03,9
fake_news,2016-04,11
fake_news,2016-05,4
fake_news,2016-06,4
fake_news,2016-07,10
fake_news,2016-08,5
fake_news,2016-09,9
fake_news,2016-10,28
fake_news,2016-11,741
fake_news,2016-12,1160
fake_news,2017-01,977
fake_news,2017-02,1131
fake_news,2017-03,679
fake_news,2017-04,606
fake_news,2017-05,762
fake_news,2017-06,650
fake_news,2017-07,696
fake_news,2017-08,538
fake_news,2017-09,454
fake_news,2017-10,819
fake_news,2017-11,540
fake_news,2017-12,698
fake_news,2018-01,1032
fake_news,2018-02,494
fake_news,2018-03,581
fake_news,2018-04,899
fake_news,2018-05,484
fake_news,2018-06,380
fake_news,2018-07,561
fake_news,2018-08,561
fake_news,2018-09,372
fake_news,2018-10,636
fake_news,2018-11,471
fake_news,2018-12,344
fake_news,2019-01,366
fake_news,2019-02,370
fake_news,2019-03,417
fake_news,2019-04,274
fake_news,2019-05,234
fake_news,2019-06,317
fake_news,2019-07,180
fake_news,2019-08,233
fake_news,2019-09,299
fake_news,2019-10,318
fake_news,2019-11,188
fake_news,2019-12,242
fake_news,2020-01,169
fake_news,2020-02,203
fake_news,2020-03,307
fake_news,2020-04,278
fake_news,2020-05,168
fake_news,2020-06,264
fake_news,2020-07,185
fake_news,2020-08,200
fake_news,2020-09,314
fake_news,2020-10,241
fake_news,2020-11,191
fake_news,2020-12,117
fake_news,2021-01,168
fake_news,2021-02,96
fake_news,2021-03,70
fake_news,2021-04,74
fake_news,2021-05,76
fake_news,2021-06,65
fake_news,2021-07,87
fake_news,2021-08,51
fake_news,2021-09,77
fake_news,2021-10,120
fake_news,2021-11,99
fake_news,2021-12,74
fake_news,2022-01,67
fake_news,2022-02,55
fake_news,2022-03,185
fake_news,2022-04,118
fake_news,2022-05,85
fake_news,2022-06,71
fake_news,2022-07,72
fake_news,2022-08,82
fake_news,2022-09,76
fake_news,2022-10,109
fake_news,2022-11,80
fake_news,2022-12,59
fake_news,2023-01,59
fake_news,2023-02,87
fake_news,2023-03,85
fake_news,2023-04,53
fake_news,2023-05,45
fake_news,2023-06,42
fake_news,2023-07,40
fake_news,2023-08,34
fake_news,2023-09,44
fake_news,2023-10,53
fake_news,2023-11,91
fake_news,2023-12,61
fake_news,2024-01,66
fake_news,2024-02,34
fake_news,2024-03,66
fake_news,2024-04,99
fake_news,2024-05,86
fake_news,2024-06,55
fake_news,2024-07,89
fake_news,2024-08,96
fake_news,2024-09,103
fake_news,2024-10,156
fake_news,2024-11,119
fake_news,2024-12,78
fake_news,2025-01,63
fake_news,2025-02,69
fake_news,2025-03,66
fake_news,2025-04,106
fake_news,2025-05,27
fake_news,2025-06,0
fake_news,2025-07,0
propagada,1980-01,0
propagada,1980-02,0
propagada,1980-03,0
propagada,1980-04,0
propagada,1980-05,0
propagada,1980-06,50
propagada,1980-07,45
propagada,1980-08,56
propagada,1980-09,56
propagada,1980-10,56
propagada,1980-11,44
propagada,1980-12,43
propagada,1981-01,45
propagada,1981-02,59
propagada,1981-03,60
propagada,1981-04,36
propagada,1981-05,62
propagada,1981-06,49
propagada,1981-07,43
propagada,1981-08,69
propagada,1981-09,68
propagada,1981-10,73
propagada,1981-11,101
propagada,1981-12,75
propagada,1982-01,77
propagada,1982-02,67
propagada,1982-03,89
propagada,1982-04,54
propagada,1982-05,74
propagada,1982-06,48
propagada,1982-07,52
propagada,1982-08,42
propagada,1982-09,32
propagada,1982-10,42
propagada,1982-11,42
propagada,1982-12,45
propagada,1983-01,56
propagada,1983-02,83
propagada,1983-03,55
propagada,1983-04,63
propagada,1983-05,66
propagada,1983-06,43
propagada,1983-07,38
propagada,1983-08,37
propagada,1983-09,55
propagada,1983-10,48
propagada,1983-11,46
propagada,1983-12,41
propagada,1984-01,71
propagada,1984-02,62
propagada,1984-03,41
propagada,1984-04,75
propagada,1984-05,65
propagada,1984-06,62
propagada,1984-07,61
propagada,1984-08,82
propagada,1984-09,64
propagada,1984-10,59
propagada,1984-11,61
propagada,1984-12,46
propagada,1985-01,117
propagada,1985-02,120
propagada,1985-03,171
propagada,1985-04,151
propagada,1985-05,132
propagada,1985-06,128
propagada,1985-07,159
propagada,1985-08,147
propagada,1985-09,184
propagada,1985-10,173
propagada,1985-11,239
propagada,1985-12,108
propagada,1986-01,143
propagada,1986-02,148
propagada,1986-03,159
propagada,1986-04,139
propagada,1986-05,137
propagada,1986-06,193
propagada,1986-07,132
propagada,1986-08,122
propagada,1986-09,152
propagada,1986-10,214
propagada,1986-11,189
propagada,1986-12,209
propagada,1987-01,255
propagada,1987-02,292
propagada,1987-03,174
propagada,1987-04,243
propagada,1987-05,145
propagada,1987-06,162
propagada,1987-07,130
propagada,1987-08,177
propagada,1987-09,199
propagada,1987-10,250
propagada,1987-11,239
propagada,1987-12,304
propagada,1988-01,198
propagada,1988-02,181
propagada,1988-03,122
propagada,1988-04,142
propagada,1988-05,191
propagada,1988-06,193
propagada,1988-07,161
propagada,1988-08,165
propagada,1988-09,210
propagada,1988-10,150
propagada,1988-11,145
propagada,1988-12,138
propagada,1989-01,157
propagada,1989-02,167
propagada,1989-03,141
propagada,1989-04,141
propagada,1989-05,181
propagada,1989-06,346
propagada,1989-07,236
propagada,1989-08,144
propagada,1989-09,190
propagada,1989-10,154
propagada,1989-11,160
propagada,1989-12,167
propagada,1990-01,162
propagada,1990-02,172
propagada,1990-03,134
propagada,1990-04,119
propagada,1990-05,118
propagada,1990-06,137
propagada,1990-07,133
propagada,1990-08,217
propagada,1990-09,194
propagada,1990-10,183
propagada,1990-11,173
propagada,1990-12,140
propagada,1991-01,329
propagada,1991-02,377
propagada,1991-03,164
propagada,1991-04,82
propagada,1991-05,105
propagada,1991-06,128
propagada,1991-07,102
propagada,1991-08,138
propagada,1991-09,116
propagada,1991-10,95
propagada,1991-11,105
propagada,1991-12,142
propagada,1992-01,131
propagada,1992-02,123
propagada,1992-03,121
propagada,1992-04,106
propagada,1992-05,131
propagada,1992-06,133
propagada,1992-07,138
propagada,1992-08,126
propagada,1992-09,102
propagada,1992-10,180
propagada,1992-11,138
propagada,1992-12,127
propagada,1993-01,88
propagada,1993-02,109
propagada,1993-03,118
propagada,1993-04,131
propagada,1993-05,121
propagada,1993-06,111
propagada,1993-07,98
propagada,1993-08,94
propagada,1993-09,152
propagada,1993-10,142
propagada,1993-11,98
propagada,1993-12,87
propagada,1994-01,83
propagada,1994-02,83
propagada,1994-03,102
propagada,1994-04,110
propagada,1994-05,97
propagada,1994-06,131
propagada,1994-07,133
propagada,1994-08,138
propagada,1994-09,75
propagada,1994-10,100
propagada,1994-11,93
propagada,1994-12,100
propagada,1995-01,128
propagada,1995-02,100
propagada,1995-03,87
propagada,1995-04,108
propagada,1995-05,125
propagada,1995-06,70
propagada,1995-07,88
propagada,1995-08,96
propagada,1995-09,96
propagada,1995-10,94
propagada,1995-11,91
propagada,1995-12,104
propagada,1996-01,96
propagada,1996-02,110
propagada,1996-03,124
propagada,1996-04,95
propagada,1996-05,135
propagada,1996-06,103
propagada,1996-07,121
propagada,1996-08,101
propagada,1996-09,89
propagada,1996-10,104
propagada,1996-11,91
propagada,1996-12,98
propagada,1997-01,107
propagada,1997-02,111
propagada,1997-03,89
propagada,1997-04,81
propagada,1997-05,106
propagada,1997-06,103
propagada,1997-07,101
propagada,1997-08,140
propagada,1997-09,141
propagada,1997-10,132
propagada,1997-11,129
propagada,1997-12,113
propagada,1998-01,158
propagada,1998-02,124
propagada,1998-03,140
propagada,1998-04,147
propagada,1998-05,119
propagada,1998-06,106
propagada,1998-07,97
propagada,1998-08,124
propagada,1998-09,98
propagada,1998-10,106
propagada,1998-11,87
propagada,1998-12,111
propagada,1999-01,115
propagada,1999-02,104
propagada,1999-03,169
propagada,1999-04,355
propagada,1999-05,265
propagada,1999-06,146
propagada,1999-07,168
propagada,1999-08,158
propagada,1999-09,117
propagada,1999-10,156
propagada,1999-11,108
propagada,1999-12,126
propagada,2000-01,161
propagada,2000-02,130
propagada,2000-03,164
propagada,2000-04,195
propagada,2000-05,131
propagada,2000-06,189
propagada,2000-07,95
propagada,2000-08,135
propagada,2000-09,143
propagada,2000-10,194
propagada,2000-11,127
propagada,2000-12,110
propagada,2001-01,118
propagada,2001-02,133
propagada,2001-03,141
propagada,2001-04,185
propagada,2001-05,178
propagada,2001-06,136
propagada,2001-07,150
propagada,2001-08,140
propagada,2001-09,134
propagada,2001-10,433
propagada,2001-11,353
propagada,2001-12,211
propagada,2002-01,146
propagada,2002-02,176
propagada,2002-03,148
propagada,2002-04,155
propagada,2002-05,161
propagada,2002-06,161
propagada,2002-07,106
propagada,2002-08,164
propagada,2002-09,179
propagada,2002-10,162
propagada,2002-11,158
propagada,2002-12,172
propagada,2003-01,172
propagada,2003-02,177
propagada,2003-03,378
propagada,2003-04,290
propagada,2003-05,150
propagada,2003-06,159
propagada,2003-07,161
propagada,2003-08,140
propagada,2003-09,133
propagada,2003-10,176
propagada,2003-11,132
propagada,2003-12,131
propagada,2004-01,97
propagada,2004-02,117
propagada,2004-03,157
propagada,2004-04,146
propagada,2004-05,162
propagada,2004-06,134
propagada,2004-07,186
propagada,2004-08,166
propagada,2004-09,119
propagada,2004-10,176
propagada,2004-11,149
propagada,2004-12,119
propagada,2005-01,257
propagada,2005-02,171
propagada,2005-03,237
propagada,2005-04,156
propagada,2005-05,143
propagada,2005-06,131
propagada,2005-07,133
propagada,2005-08,125
propagada,2005-09,131
propagada,2005-10,160
propagada,2005-11,138
propagada,2005-12,246
propagada,2006-01,181
propagada,2006-02,236
propagada,2006-03,207
propagada,2006-04,162
propagada,2006-05,166
propagada,2006-06,198
propagada,2006-07,202
propagada,2006-08,196
propagada,2006-09,264
propagada,2006-10,254
propagada,2006-11,148
propagada,2006-12,185
propagada,2007-01,166
propagada,2007-02,164
propagada,2007-03,186
propagada,2007-04,196
propagada,2007-05,199
propagada,2007-06,158
propagada,2007-07,234
propagada,2007-08,163
propagada,2007-09,161
propagada,2007-10,160
propagada,2007-11,202
propagada,2007-12,144
propagada,2008-01,117
propagada,2008-02,155
propagada,2008-03,217
propagada,2008-04,247
propagada,2008-05,299
propagada,2008-06,215
propagada,2008-07,208
propagada,2008-08,223
propagada,2008-09,158
propagada,2008-10,155
propagada,2008-11,145
propagada,2008-12,148
propagada,2009-01,144
propagada,2009-02,152
propagada,2009-03,141
propagada,2009-04,122
propagada,2009-05,134
propagada,2009-06,157
propagada,2009-07,136
propagada,2009-08,153
propagada,2009-09,147
propagada,2009-10,195
propagada,2009-11,146
propagada,2009-12,163
propagada,2010-01,208
propagada,2010-02,151
propagada,2010-03,156
propagada,2010-04,136
propagada,2010-05,202
propagada,2010-06,161
propagada,2010-07,199
propagada,2010-08,211
propagada,2010-09,179
propagada,2010-10,202
propagada,2010-11,172
propagada,2010-12,146
propagada,2011-01,123
propagada,2011-02,178
propagada,2011-03,153
propagada,2011-04,149
propagada,2011-05,170
propagada,2011-06,174
propagada,2011-07,155
propagada,2011-08,181
propagada,2011-09,128
propagada,2011-10,162
propagada,2011-11,141
propagada,2011-12,268
propagada,2012-01,194
propagada,2012-02,133
propagada,2012-03,166
propagada,2012-04,180
propagada,2012-05,185
propagada,2012-06,123
propagada,2012-07,123
propagada,2012-08,149
propagada,2012-09,161
propagada,2012-10,192
propagada,2012-11,189
propagada,2012-12,169
propagada,2013-01,1296
propagada,2013-02,131
propagada,2013-03,174
propagada,2013-04,186
propagada,2013-05,134
propagada,2013-06,113
propagada,2013-07,155
propagada,2013-08,227
propagada,2013-09,233
propagada,2013-10,188
propagada,2013-11,157
propagada,2013-12,225
propagada,2014-01,1018
propagada,2014-02,313
propagada,2014-03,305
propagada,2014-04,223
propagada,2014-05,243
propagada,2014-06,255
propagada,2014-07,288
propagada,2014-08,289
propagada,2014-09,300
propagada,2014-10,303
propagada,2014-11,262
propagada,2014-12,311
propagada,2015-01,797
propagada,2015-02,274
propagada,2015-03,325
propagada,2015-04,302
propagada,2015-05,349
propagada,2015-06,280
propagada,2015-07,240
propagada,2015-08,338
propagada,2015-09,204
propagada,2015-10,307
propagada,2015-11,455
propagada,2015-12,487
propagada,2016-01,649
propagada,2016-02,268
propagada,2016-03,328
propagada,2016-04,211
propagada,2016-05,336
propagada,2016-06,369
propagada,2016-07,337
propagada,2016-08,309
propagada,2016-09,312
propagada,2016-10,335
propagada,2016-11,424
propagada,2016-12,556
propagada,2017-01,499
propagada,2017-02,415
propagada,2017-03,509
propagada,2017-04,346
propagada,2017-05,518
propagada,2017-06,523
propagada,2017-07,416
propagada,2017-08,481
propagada,2017-09,550
propagada,2017-10,568
propagada,2017-11,551
propagada,2017-12,372
propagada,2018-01,478
propagada,2018-02,653
propagada,2018-03,523
propagada,2018-04,458
propagada,2018-05,468
propagada,2018-06,445
propagada,2018-07,350
propagada,2018-08,422
propagada,2018-09,358
propagada,2018-10,435
propagada,2018-11,433
propagada,2018-12,415
propagada,2019-01,249
propagada,2019-02,339
propagada,2019-03,532
propagada,2019-04,381
propagada,2019-05,382
propagada,2019-06,353
propagada,2019-07,292
propagada,2019-08,545
propagada,2019-09,381
propagada,2019-10,617
propagada,2019-11,425
propagada,2019-12,368
propagada,2020-01,316
propagada,2020-02,470
propagada,2020-03,476
propagada,2020-04,490
propagada,2020-05,401
propagada,2020-06,541
propagada,2020-07,361
propagada,2020-08,419
propagada,2020-09,458
propagada,2020-10,466
propagada,2020-11,317
propagada,2020-12,337
propagada,2021-01,417
propagada,2021-02,264
propagada,2021-03,336
propagada,2021-04,305
propagada,2021-05,306
propagada,2021-06,343
propagada,2021-07,257
propagada,2021-08,338
propagada,2021-09,219
propagada,2021-10,340
propagada,2021-11,311
propagada,2021-12,340
propagada,2022-01,392
propagada,2022-02,640
propagada,2022-03,1426
propagada,2022-04,834
propagada,2022-05,560
propagada,2022-06,393
propagada,2022-07,446
propagada,2022-08,534
propagada,2022-09,524
propagada,2022-10,427
propagada,2022-11,424
propagada,2022-12,537
propagada,2023-01,331
propagada,2023-02,478
propagada,2023-03,513
propagada,2023-04,424
propagada,2023-05,271
propagada,2023-06,299
propagada,2023-07,319
propagada,2023-08,313
propagada,2023-09,332
propagada,2023-10,424
propagada,2023-11,385
propagada,2023-12,310
propagada,2024-01,256
propagada,2024-02,316
propagada,2024-03,442
propagada,2024-04,299
propagada,2024-05,390
propagada,2024-06,292
propagada,2024-07,244
propagada,2024-08,366
propagada,2024-09,417
propagada,2024-10,319
propagada,2024-11,333
propagada,2024-12,270
propagada,2025-01,354
propagada,2025-02,373
propagada,2025-03,415
propagada,2025-04,306
propagada,2025-05,0
propagada,2025-06,0
propagada,2025-07,0
conspiracy,1980-01,0
conspiracy,1980-02,0
conspiracy,1980-03,0
conspiracy,1980-04,0
conspiracy,1980-05,0
conspiracy,1980-06,1
conspiracy,1980-07,3
conspiracy,1980-08,4
conspiracy,1980-09,3
conspiracy,1980-10,4
conspiracy,1980-11,2
conspiracy,1980-12,2
conspiracy,1981-01,3
conspiracy,1981-02,0
conspiracy,1981-03,1
conspiracy,1981-04,1
conspiracy,1981-05,6
conspiracy,1981-06,3
conspiracy,1981-07,1
conspiracy,1981-08,3
conspiracy,1981-09,1
conspiracy,1981-10,2
conspiracy,1981-11,4
conspiracy,1981-12,1
conspiracy,1982-01,1
conspiracy,1982-02,0
conspiracy,1982-03,3
conspiracy,1982-04,1
conspiracy,1982-05,1
conspiracy,1982-06,0
conspiracy,1982-07,1
conspiracy,1982-08,1
conspiracy,1982-09,0
conspiracy,1982-10,2
conspiracy,1982-11,2
conspiracy,1982-12,0
conspiracy,1983-01,0
conspiracy,1983-02,0
conspiracy,1983-03,1
conspiracy,1983-04,1
conspiracy,1983-05,0
conspiracy,1983-06,1
conspiracy,1983-07,1
conspiracy,1983-08,0
conspiracy,1983-09,2
conspiracy,1983-10,3
conspiracy,1983-11,4
conspiracy,1983-12,0
conspiracy,1984-01,2
conspiracy,1984-02,1
conspiracy,1984-03,2
conspiracy,1984-04,1
conspiracy,1984-05,2
conspiracy,1984-06,4
conspiracy,1984-07,1
conspiracy,1984-08,0
conspiracy,1984-09,0
conspiracy,1984-10,0
conspiracy,1984-11,0
conspiracy,1984-12,1
conspiracy,1985-01,6
conspiracy,1985-02,4
conspiracy,1985-03,3
conspiracy,1985-04,2
conspiracy,1985-05,4
conspiracy,1985-06,4
conspiracy,1985-07,7
conspiracy,1985-08,3
conspiracy,1985-09,6
conspiracy,1985-10,8
conspiracy,1985-11,8
conspiracy,1985-12,1
conspiracy,1986-01,1
conspiracy,1986-02,1
conspiracy,1986-03,16
conspiracy,1986-04,10
conspiracy,1986-05,4
conspiracy,1986-06,7
conspiracy,1986-07,4
conspiracy,1986-08,6
conspiracy,1986-09,6
conspiracy,1986-10,2
conspiracy,1986-11,6
conspiracy,1986-12,7
conspiracy,1987-01,6
conspiracy,1987-02,9
conspiracy,1987-03,6
conspiracy,1987-04,3
conspiracy,1987-05,9
conspiracy,1987-06,11
conspiracy,1987-07,19
conspiracy,1987-08,17
conspiracy,1987-09,3
conspiracy,1987-10,10
conspiracy,1987-11,8
conspiracy,1987-12,4
conspiracy,1988-01,7
conspiracy,1988-02,13
conspiracy,1988-03,10
conspiracy,1988-04,14
conspiracy,1988-05,8
conspiracy,1988-06,11
conspiracy,1988-07,20
conspiracy,1988-08,12
conspiracy,1988-09,17
conspiracy,1988-10,16
conspiracy,1988-11,37
conspiracy,1988-12,8
conspiracy,1989-01,9
conspiracy,1989-02,5
conspiracy,1989-03,11
conspiracy,1989-04,11
conspiracy,1989-05,7
conspiracy,1989-06,20
conspiracy,1989-07,13
conspiracy,1989-08,4
conspiracy,1989-09,7
conspiracy,1989-10,13
conspiracy,1989-11,12
conspiracy,1989-12,16
conspiracy,1990-01,18
conspiracy,1990-02,10
conspiracy,1990-03,11
conspiracy,1990-04,8
conspiracy,1990-05,6
conspiracy,1990-06,6
conspiracy,1990-07,10
conspiracy,1990-08,9
conspiracy,1990-09,31
conspiracy,1990-10,13
conspiracy,1990-11,14
conspiracy,1990-12,11
conspiracy,1991-01,12
conspiracy,1991-02,15
conspiracy,1991-03,9
conspiracy,1991-04,17
conspiracy,1991-05,22
conspiracy,1991-06,11
conspiracy,1991-07,24
conspiracy,1991-08,51
conspiracy,1991-09,20
conspiracy,1991-10,18
conspiracy,1991-11,17
conspiracy,1991-12,49
conspiracy,1992-01,47
conspiracy,1992-02,47
conspiracy,1992-03,28
conspiracy,1992-04,18
conspiracy,1992-05,35
conspiracy,1992-06,21
conspiracy,1992-07,25
conspiracy,1992-08,21
conspiracy,1992-09,30
conspiracy,1992-10,43
conspiracy,1992-11,19
conspiracy,1992-12,17
conspiracy,1993-01,22
conspiracy,1993-02,10
conspiracy,1993-03,9
